nome,nome_social,cpf,data_nascimento,naturalidade,sexo,nacionalidade,data_validade
Emanuel Gonçalves,Emanuel Gonçalves,580.937.614-20,14/12/1993,Almenara,F,Brasileiro(a),05/04/2035
Davi Lucca Vieira,Davi Lucca Vieira,401.865.273-90,08/01/1978,Belo Horizonte,F,Brasileiro(a),29/12/2029
Diogo Pastor,Diogo Pastor,279.340.658-92,30/07/1953,Porto Seguro,M,Brasileiro(a),25/12/2033
Rafaela Sales,Rafaela Sales,372.906.415-07,26/12/1964,Pedra Grande,M,Brasileiro(a),07/05/2028
Benjamim Machado,Benjamim Machado,109.827.365-68,05/03/1975,Almenara,M,Brasileiro(a),17/11/2033
Dra. Daniela Rocha,Dra. Daniela Rocha,248.907.516-02,26/11/1980,São Paulo,M,Brasileiro(a),11/12/2034
Maria Clara Cirino,Maria Clara Cirino,654.319.780-39,09/06/2005,Arinos,M,Brasileiro(a),01/02/2031
Emanuella Ribeiro,Emanuella Ribeiro,361.270.594-61,30/01/1977,Arinos,M,Brasileiro(a),22/11/2029
Vitor Nascimento,Vitor Nascimento,835.204.791-41,08/03/1986,São Paulo,F,Brasileiro(a),10/11/2031
Melissa Monteiro,Melissa Monteiro,076.253.198-30,20/03/1967,Arinos,M,Brasileiro(a),30/11/2028
Cauê Rezende,Cauê Rezende,405.361.298-51,22/05/1992,Rugim,F,Brasileiro(a),15/10/2028
Nathan das Neves,Nathan das Neves,938.570.461-39,23/07/1952,Porto Seguro,F,Brasileiro(a),11/01/2033
Isaque Fonseca,Isaque Fonseca,537.968.214-64,11/08/1993,São Paulo,M,Brasileiro(a),26/06/2030
Theodoro Porto,Theodoro Porto,780.629.453-83,10/12/1953,São Paulo,F,Brasileiro(a),30/09/2032
Alexandre Gonçalves,Alexandre Gonçalves,592.407.316-52,16/08/1958,Pedra Grande,M,Brasileiro(a),22/01/2028
João Lucas Novais,João Lucas Novais,351.672.980-59,02/07/1979,São Paulo,F,Brasileiro(a),05/04/2031
Gael Henrique Souza,Gael Henrique Souza,539.168.024-70,23/04/1992,Arinos,F,Brasileiro(a),12/06/2034
Stephany Aparecida,Stephany Aparecida,670.435.981-84,30/07/1979,Porto Seguro,F,Brasileiro(a),26/09/2034
Eduardo Sales,Eduardo Sales,429.650.813-05,11/11/1956,Arinos,M,Brasileiro(a),10/12/2033
Otávio Câmara,Otávio Câmara,190.764.328-13,14/04/1984,Pedra Grande,M,Brasileiro(a),26/07/2030
Lucca Barbosa,Lucca Barbosa,625.814.370-90,26/12/1983,Almenara,F,Brasileiro(a),12/01/2032
Lorena da Rosa,Lorena da Rosa,064.137.289-22,21/07/1948,São Paulo,M,Brasileiro(a),07/07/2032
Vinícius das Neves,Vinícius das Neves,267.549.813-00,07/10/1994,Pedra Grande,F,Brasileiro(a),02/06/2028
Felipe Cavalcanti,Felipe Cavalcanti,356.498.217-55,22/07/1956,São Paulo,M,Brasileiro(a),22/04/2031
Larissa Rezende,Larissa Rezende,327.158.964-09,08/03/1999,Rugim,F,Brasileiro(a),29/10/2031
Raul Peixoto,Raul Peixoto,852.976.134-00,13/12/1999,Pedra Grande,F,Brasileiro(a),20/12/2034
Stella Mendonça,Stella Mendonça,790.831.246-22,30/01/1990,Arinos,F,Brasileiro(a),19/09/2031
Samuel Martins,Samuel Martins,197.506.348-10,10/07/1950,Almenara,M,Brasileiro(a),13/04/2028
Aylla Martins,Aylla Martins,465.803.192-24,23/11/1983,Pedra Grande,F,Brasileiro(a),24/01/2029
Sara Sales,Sara Sales,421.679.085-20,25/09/1995,Porto Seguro,M,Brasileiro(a),20/08/2034
Arthur Moura,Arthur Moura,345.609.217-25,22/09/1954,Belo Horizonte,M,Brasileiro(a),10/11/2034
Sr. Miguel Castro,Sr. Miguel Castro,506.397.184-93,20/12/1988,Belo Horizonte,F,Brasileiro(a),22/11/2027
Renan Lima,Renan Lima,691.375.840-57,17/09/1954,Pedra Grande,F,Brasileiro(a),08/03/2031
Vitória Camargo,Vitória Camargo,350.146.289-15,23/01/1970,Belo Horizonte,M,Brasileiro(a),18/05/2029
Gabriela Silveira,Gabriela Silveira,976.825.431-91,11/10/1962,Arinos,M,Brasileiro(a),04/08/2029
Jade Azevedo,Jade Azevedo,216.439.850-51,11/04/1997,Belo Horizonte,F,Brasileiro(a),26/03/2033
Dra. Ana Clara Costa,Dra. Ana Clara Costa,986.473.125-46,17/06/1989,Arinos,F,Brasileiro(a),30/09/2027
Lunna Siqueira,Lunna Siqueira,069.372.154-52,12/10/1981,Arinos,F,Brasileiro(a),16/05/2029
Nina Novais,Nina Novais,135.876.420-44,31/03/1969,Almenara,F,Brasileiro(a),08/12/2027
Maria Sophia Albuquerque,Maria Sophia Albuquerque,264.051.738-44,30/09/1998,Porto Seguro,F,Brasileiro(a),24/06/2031
Dr. Cauã Vieira,Dr. Cauã Vieira,629.840.731-69,21/05/2006,Porto Seguro,F,Brasileiro(a),29/08/2029
Rodrigo Lima,Rodrigo Lima,645.217.839-37,03/09/1953,Belo Horizonte,M,Brasileiro(a),07/08/2029
Sr. Theodoro Nunes,Sr. Theodoro Nunes,617.590.842-20,30/10/1986,São Paulo,M,Brasileiro(a),17/04/2030
Luísa da Rocha,Luísa da Rocha,935.681.427-91,06/10/1949,São Paulo,M,Brasileiro(a),24/12/2034
Sra. Emanuella Almeida,Sra. Emanuella Almeida,562.408.739-00,11/02/1994,Belo Horizonte,F,Brasileiro(a),04/06/2027
Leandro Barros,Leandro Barros,370.628.519-30,28/04/1984,São Paulo,M,Brasileiro(a),26/01/2030
Murilo Farias,Murilo Farias,507.834.691-01,24/09/1956,Almenara,F,Brasileiro(a),27/02/2028
Dr. Emanuel Cunha,Dr. Emanuel Cunha,296.185.037-12,15/05/1985,Almenara,F,Brasileiro(a),18/05/2031
Raquel Cavalcanti,Raquel Cavalcanti,630.915.287-40,08/08/1984,Pedra Grande,M,Brasileiro(a),19/09/2030
Sophie Pinto,Sophie Pinto,769.415.083-10,20/04/1986,Arinos,M,Brasileiro(a),05/03/2029
Bianca Barbosa,Bianca Barbosa,741.935.802-88,07/07/2002,Arinos,M,Brasileiro(a),24/12/2031
Cecilia Barbosa,Cecilia Barbosa,218.035.647-17,20/03/1979,Porto Seguro,M,Brasileiro(a),20/08/2034
Ravy Ramos,Ravy Ramos,548.109.263-89,20/05/2003,Almenara,M,Brasileiro(a),16/11/2027
Ravi Lucca Siqueira,Ravi Lucca Siqueira,063.198.425-98,18/03/1989,Arinos,M,Brasileiro(a),05/12/2029
Ester Borges,Ester Borges,738.204.569-29,14/10/2006,Rugim,F,Brasileiro(a),14/02/2031
Sra. Maria Helena Dias,Sra. Maria Helena Dias,417.032.956-25,25/06/2005,Belo Horizonte,M,Brasileiro(a),30/09/2027
Luiz Otávio Mendonça,Luiz Otávio Mendonça,658.923.401-98,16/12/2006,São Paulo,M,Brasileiro(a),08/10/2034
Aurora Ribeiro,Aurora Ribeiro,658.370.142-17,30/07/1966,Arinos,M,Brasileiro(a),16/02/2029
Maria Julia Dias,Maria Julia Dias,824.501.936-42,14/05/1965,Almenara,F,Brasileiro(a),05/08/2027
Luigi Cassiano,Luigi Cassiano,291.468.570-01,22/11/1952,Arinos,F,Brasileiro(a),28/11/2032
Danilo Carvalho,Danilo Carvalho,397.804.251-79,24/10/1951,Porto Seguro,M,Brasileiro(a),17/08/2031
Carolina Sampaio,Carolina Sampaio,137.820.495-60,23/11/1971,Pedra Grande,F,Brasileiro(a),29/10/2030
Ana Beatriz Novaes,Ana Beatriz Novaes,709.328.451-50,01/05/1978,Arinos,M,Brasileiro(a),14/04/2031
Esther da Mata,Esther da Mata,913.402.685-15,01/09/1965,Pedra Grande,M,Brasileiro(a),08/10/2028
Luiz Otávio Fernandes,Luiz Otávio Fernandes,807.261.943-87,01/05/1978,Pedra Grande,M,Brasileiro(a),23/09/2028
Alice da Cruz,Alice da Cruz,704.169.325-25,05/03/1978,Porto Seguro,F,Brasileiro(a),08/12/2033
Sra. Ana Laura Fogaça,Sra. Ana Laura Fogaça,968.431.052-89,10/08/1999,Porto Seguro,M,Brasileiro(a),08/06/2027
Sr. Miguel Sá,Sr. Miguel Sá,938.170.652-21,20/09/1945,Porto Seguro,M,Brasileiro(a),04/03/2028
Bruna da Rocha,Bruna da Rocha,957.682.341-28,21/10/1971,Porto Seguro,F,Brasileiro(a),24/08/2032
Henrique Campos,Henrique Campos,213.576.489-28,27/04/1957,Belo Horizonte,M,Brasileiro(a),09/06/2027
Jade Jesus,Jade Jesus,543.201.897-79,12/02/1948,São Paulo,F,Brasileiro(a),05/11/2032
Murilo Machado,Murilo Machado,631.274.508-26,30/08/1978,Rugim,M,Brasileiro(a),10/09/2027
Kevin Sales,Kevin Sales,019.278.364-50,22/07/1991,Belo Horizonte,M,Brasileiro(a),16/04/2031
Srta. Isabela Teixeira,Srta. Isabela Teixeira,206.547.391-61,30/11/1987,Belo Horizonte,M,Brasileiro(a),20/06/2032
Rafael Moura,Rafael Moura,278.163.459-09,16/04/1984,São Paulo,M,Brasileiro(a),15/02/2034
Sr. Anthony Cardoso,Sr. Anthony Cardoso,460.752.193-07,07/03/1951,Almenara,F,Brasileiro(a),05/12/2029
Ana Liz Moura,Ana Liz Moura,340.152.679-07,13/05/1981,Porto Seguro,M,Brasileiro(a),20/10/2027
Maitê da Cruz,Maitê da Cruz,498.362.510-06,27/03/1985,Porto Seguro,M,Brasileiro(a),20/02/2030
Ayla Vargas,Ayla Vargas,695.743.210-61,25/08/1962,Porto Seguro,F,Brasileiro(a),21/04/2035
Julia Câmara,Julia Câmara,894.176.023-22,03/02/1967,Rugim,M,Brasileiro(a),28/12/2034
Srta. Júlia Jesus,Srta. Júlia Jesus,604.782.391-22,17/03/1960,Pedra Grande,M,Brasileiro(a),25/01/2032
Augusto Sales,Augusto Sales,027.156.943-34,15/05/2007,Belo Horizonte,M,Brasileiro(a),05/06/2031
Ana Liz Aparecida,Ana Liz Aparecida,152.867.903-21,07/07/1992,Almenara,M,Brasileiro(a),01/01/2032
Emanuelly Garcia,Emanuelly Garcia,291.638.754-46,14/01/2001,Porto Seguro,F,Brasileiro(a),12/06/2033
Vicente Araújo,Vicente Araújo,802.954.371-97,07/11/1981,Porto Seguro,F,Brasileiro(a),28/08/2034
Henry Andrade,Henry Andrade,592.871.634-64,13/03/1977,Belo Horizonte,M,Brasileiro(a),19/01/2031
Amanda Martins,Amanda Martins,361.954.780-75,15/08/1984,Porto Seguro,M,Brasileiro(a),14/01/2035
Clarice da Mata,Clarice da Mata,357.041.289-04,27/08/1953,São Paulo,M,Brasileiro(a),04/03/2032
Asafe Câmara,Asafe Câmara,897.046.531-66,04/03/2005,Almenara,M,Brasileiro(a),17/01/2035
Davi Luiz Barros,Davi Luiz Barros,581.376.024-53,22/09/1982,Rugim,F,Brasileiro(a),23/11/2033
Rhavi Pastor,Rhavi Pastor,847.059.132-05,03/11/1956,Almenara,M,Brasileiro(a),09/08/2033
Luiz Miguel Ramos,Luiz Miguel Ramos,587.910.236-02,13/05/1989,Pedra Grande,M,Brasileiro(a),07/03/2033
Marcela Viana,Marcela Viana,867.031.954-39,27/04/2007,Pedra Grande,M,Brasileiro(a),07/02/2029
Pietra Guerra,Pietra Guerra,731.295.648-37,08/11/2006,Pedra Grande,F,Brasileiro(a),18/11/2028
Cecilia Mendonça,Cecilia Mendonça,916.573.802-03,03/10/1951,Rugim,F,Brasileiro(a),31/05/2029
Emanuel Moura,Emanuel Moura,189.472.065-20,15/05/1983,Pedra Grande,F,Brasileiro(a),01/10/2030
Isaac Barbosa,Isaac Barbosa,786.941.035-75,07/11/1973,São Paulo,F,Brasileiro(a),30/01/2031
Leonardo Cardoso,Leonardo Cardoso,702.495.136-25,10/07/1969,São Paulo,F,Brasileiro(a),04/09/2033
Dr. Gael Farias,Dr. Gael Farias,769.340.582-83,15/08/1993,São Paulo,F,Brasileiro(a),16/07/2031
José Pedro Gomes,José Pedro Gomes,245.789.301-14,14/08/1951,Pedra Grande,M,Brasileiro(a),14/05/2033
Ana Julia Cunha,Ana Julia Cunha,823.541.697-28,13/04/1970,Porto Seguro,F,Brasileiro(a),27/07/2034
Rhavi Sampaio,Rhavi Sampaio,790.846.512-94,28/01/1958,São Paulo,M,Brasileiro(a),26/02/2035
Luana da Cunha,Luana da Cunha,520.134.897-14,12/01/1963,Rugim,M,Brasileiro(a),24/09/2035
Theo Garcia,Theo Garcia,190.468.523-42,03/12/2000,Pedra Grande,F,Brasileiro(a),30/01/2031
Ayla Silva,Ayla Silva,637.054.891-00,30/04/2006,São Paulo,F,Brasileiro(a),25/05/2028
Dra. Manuella Vasconcelos,Dra. Manuella Vasconcelos,749.321.506-52,14/03/2001,Almenara,M,Brasileiro(a),25/05/2032
Sr. Ian Rocha,Sr. Ian Rocha,594.378.126-91,05/08/1963,Porto Seguro,F,Brasileiro(a),15/07/2027
Levi Marques,Levi Marques,352.041.967-06,01/05/1989,Pedra Grande,M,Brasileiro(a),19/02/2030
Yago Brito,Yago Brito,532.187.094-23,17/10/1995,Porto Seguro,M,Brasileiro(a),28/02/2032
Maya Farias,Maya Farias,017.562.938-21,25/10/1952,Porto Seguro,M,Brasileiro(a),18/04/2033
Maria Isis Martins,Maria Isis Martins,213.547.869-55,13/04/1991,Rugim,M,Brasileiro(a),07/01/2034
Vitor Hugo Sales,Vitor Hugo Sales,329.150.846-70,16/04/1945,São Paulo,F,Brasileiro(a),08/07/2030
Luiz Otávio Azevedo,Luiz Otávio Azevedo,164.385.702-90,10/03/1997,Pedra Grande,M,Brasileiro(a),18/11/2028
Oliver Costela,Oliver Costela,237.084.569-47,04/12/1952,Porto Seguro,M,Brasileiro(a),19/09/2027
Maria Marques,Maria Marques,382.974.106-50,13/04/1990,Pedra Grande,M,Brasileiro(a),22/03/2029
Francisco da Mota,Francisco da Mota,234.516.709-25,06/12/1987,São Paulo,F,Brasileiro(a),18/08/2031
Maria Júlia Sousa,Maria Júlia Sousa,134.297.508-14,04/02/1971,Porto Seguro,M,Brasileiro(a),08/05/2031
Mariah Dias,Mariah Dias,376.095.214-34,18/11/2001,Rugim,F,Brasileiro(a),29/09/2033
Maria Helena da Conceição,Maria Helena da Conceição,326.890.547-10,03/11/1982,Arinos,F,Brasileiro(a),26/07/2034
Caroline Câmara,Caroline Câmara,750.164.982-02,30/06/1970,Porto Seguro,M,Brasileiro(a),06/12/2029
Sr. Fernando Azevedo,Sr. Fernando Azevedo,217.405.983-50,15/01/1989,São Paulo,F,Brasileiro(a),27/12/2027
Rafaela Campos,Rafaela Campos,794.813.652-55,08/04/1984,Belo Horizonte,M,Brasileiro(a),19/06/2027
Rebeca Santos,Rebeca Santos,751.234.906-80,30/12/1955,Almenara,M,Brasileiro(a),10/01/2027
Arthur Miguel Lopes,Arthur Miguel Lopes,195.024.768-67,17/05/1948,Arinos,M,Brasileiro(a),09/01/2031
Léo Oliveira,Léo Oliveira,197.350.628-95,01/02/1977,Porto Seguro,F,Brasileiro(a),20/07/2032
Heloisa Fogaça,Heloisa Fogaça,274.985.130-05,22/11/1945,Almenara,F,Brasileiro(a),26/07/2032
Isabela da Paz,Isabela da Paz,217.958.643-46,26/12/1986,Porto Seguro,F,Brasileiro(a),12/04/2029
Liz Fernandes,Liz Fernandes,719.830.245-97,19/09/1977,Belo Horizonte,F,Brasileiro(a),11/07/2030
Felipe Cavalcanti,Felipe Cavalcanti,809.476.523-29,29/01/2007,Arinos,F,Brasileiro(a),22/02/2031
Sr. Pedro Miguel Freitas,Sr. Pedro Miguel Freitas,420.759.316-07,29/07/1990,Porto Seguro,F,Brasileiro(a),12/03/2030
Clarice da Mata,Clarice da Mata,765.894.102-67,20/05/1971,Almenara,F,Brasileiro(a),21/02/2028
Ana Sales,Ana Sales,048.175.962-01,17/06/1947,Rugim,F,Brasileiro(a),31/01/2027
Alice Martins,Alice Martins,073.615.892-86,17/11/1968,Pedra Grande,F,Brasileiro(a),13/11/2032
Miguel Macedo,Miguel Macedo,890.472.361-22,04/11/1998,Arinos,M,Brasileiro(a),01/07/2029
Alexia Caldeira,Alexia Caldeira,724.190.536-99,30/09/1967,Belo Horizonte,F,Brasileiro(a),26/02/2035
Pedro Martins,Pedro Martins,941.253.706-99,10/03/1976,Belo Horizonte,M,Brasileiro(a),20/03/2034
André da Rocha,André da Rocha,042.793.816-31,19/02/1991,Porto Seguro,M,Brasileiro(a),07/09/2030
Sr. Vinícius Silveira,Sr. Vinícius Silveira,940.632.157-25,05/11/1984,Belo Horizonte,F,Brasileiro(a),16/09/2033
João Gabriel Rodrigues,João Gabriel Rodrigues,349.520.781-32,30/06/2002,Pedra Grande,M,Brasileiro(a),23/03/2027
Allana Cavalcante,Allana Cavalcante,479.635.108-66,30/04/1997,Rugim,M,Brasileiro(a),19/06/2028
Sofia Peixoto,Sofia Peixoto,839.604.751-01,02/02/1948,Almenara,M,Brasileiro(a),25/07/2028
Samuel Vieira,Samuel Vieira,468.032.719-78,24/11/1989,Rugim,F,Brasileiro(a),14/07/2032
Levi Macedo,Levi Macedo,215.894.306-89,29/12/1956,Rugim,M,Brasileiro(a),17/08/2029
Davi Lucca Sá,Davi Lucca Sá,571.983.260-21,22/03/1974,Arinos,F,Brasileiro(a),26/06/2035
Mariane Albuquerque,Mariane Albuquerque,582.140.639-06,21/07/2007,Belo Horizonte,M,Brasileiro(a),15/09/2027
Maria Eduarda Moura,Maria Eduarda Moura,514.693.708-75,15/12/2000,Rugim,M,Brasileiro(a),04/04/2027
Luan Camargo,Luan Camargo,816.435.720-08,10/09/1953,Almenara,F,Brasileiro(a),08/06/2029
Antony Silveira,Antony Silveira,513.290.674-52,02/10/1976,Arinos,M,Brasileiro(a),23/07/2034
Dra. Camila da Rosa,Dra. Camila da Rosa,617.452.389-64,05/06/1961,Porto Seguro,M,Brasileiro(a),08/12/2030
Dra. Isabel Castro,Dra. Isabel Castro,387.452.601-17,28/02/1992,Belo Horizonte,M,Brasileiro(a),05/04/2030
Leandro Aparecida,Leandro Aparecida,451.378.092-41,17/10/1972,Almenara,M,Brasileiro(a),18/02/2031
Bryan Pacheco,Bryan Pacheco,123.847.690-22,24/07/1959,Pedra Grande,M,Brasileiro(a),01/09/2027
Nicole Rezende,Nicole Rezende,584.729.136-19,27/09/1977,Porto Seguro,M,Brasileiro(a),20/07/2035
Emanuel Costa,Emanuel Costa,249.108.673-50,07/01/1987,Belo Horizonte,F,Brasileiro(a),23/06/2034
José Teixeira,José Teixeira,412.368.097-69,13/10/1955,Arinos,M,Brasileiro(a),17/08/2029
Davi Lucca da Mota,Davi Lucca da Mota,379.056.418-48,12/10/1953,Pedra Grande,M,Brasileiro(a),15/03/2029
Srta. Manuela Fernandes,Srta. Manuela Fernandes,205.947.631-34,30/07/1992,Arinos,F,Brasileiro(a),15/06/2028
Sr. Samuel Nogueira,Sr. Samuel Nogueira,210.695.847-11,21/02/1998,São Paulo,M,Brasileiro(a),12/02/2035
Maria Flor Câmara,Maria Flor Câmara,068.352.149-70,25/07/1985,São Paulo,M,Brasileiro(a),27/10/2029
Marina Borges,Marina Borges,917.056.842-11,21/09/1985,Almenara,F,Brasileiro(a),06/04/2027
Nicole Vargas,Nicole Vargas,462.075.981-30,12/06/1952,Pedra Grande,F,Brasileiro(a),28/08/2034
Bella Farias,Bella Farias,798.036.125-30,23/08/1956,Almenara,F,Brasileiro(a),27/11/2030
Bárbara Nogueira,Bárbara Nogueira,385.714.609-57,02/03/1997,Pedra Grande,F,Brasileiro(a),20/03/2030
Agatha Almeida,Agatha Almeida,984.210.567-94,14/07/1998,São Paulo,M,Brasileiro(a),01/05/2035
Sra. Maya da Mata,Sra. Maya da Mata,189.360.247-87,06/09/1988,Belo Horizonte,M,Brasileiro(a),08/04/2034
Maria Isis Gomes,Maria Isis Gomes,273.016.849-40,02/08/2002,Porto Seguro,M,Brasileiro(a),19/03/2034
Srta. Sophia da Mata,Srta. Sophia da Mata,401.639.275-61,22/07/1969,São Paulo,F,Brasileiro(a),20/12/2033
Apollo Silva,Apollo Silva,158.420.697-76,28/04/1948,Almenara,M,Brasileiro(a),14/05/2027
Marina Macedo,Marina Macedo,094.286.173-69,03/05/1996,Belo Horizonte,F,Brasileiro(a),22/12/2031
Gael Henrique Pires,Gael Henrique Pires,803.149.267-04,11/02/1953,São Paulo,M,Brasileiro(a),08/06/2034
Pedro Miguel Vargas,Pedro Miguel Vargas,978.615.403-75,17/12/2006,Almenara,M,Brasileiro(a),01/10/2030
Sr. João Miguel Rios,Sr. João Miguel Rios,709.421.836-22,29/09/1988,Almenara,F,Brasileiro(a),09/01/2032
Isabella Rios,Isabella Rios,859.410.637-84,21/07/1947,Arinos,F,Brasileiro(a),22/01/2031
Sra. Emanuelly Brito,Sra. Emanuelly Brito,348.725.160-44,06/04/1979,Arinos,M,Brasileiro(a),18/06/2030
Sra. Mirella Moreira,Sra. Mirella Moreira,651.732.890-40,23/10/1975,Rugim,F,Brasileiro(a),26/11/2027
Henry Gabriel Ferreira,Henry Gabriel Ferreira,371.460.258-53,28/06/1977,Rugim,F,Brasileiro(a),19/03/2030
Olívia Pinto,Olívia Pinto,129.358.470-32,14/04/1966,Pedra Grande,M,Brasileiro(a),19/08/2035
Marcos Vinicius Martins,Marcos Vinicius Martins,146.293.758-64,02/07/1999,Rugim,F,Brasileiro(a),16/02/2033
Maya Porto,Maya Porto,075.314.928-14,22/04/1954,Arinos,M,Brasileiro(a),17/10/2034
Anna Liz Câmara,Anna Liz Câmara,256.419.078-20,26/09/1986,Pedra Grande,F,Brasileiro(a),31/01/2030
Sophie Barbosa,Sophie Barbosa,106.495.387-57,23/12/1978,Porto Seguro,F,Brasileiro(a),21/12/2028
Gabrielly Barros,Gabrielly Barros,743.921.586-91,18/10/1946,Arinos,F,Brasileiro(a),13/03/2028
Fernanda Peixoto,Fernanda Peixoto,845.671.023-71,01/12/1965,Pedra Grande,M,Brasileiro(a),30/01/2027
Sr. Pietro Rezende,Sr. Pietro Rezende,725.160.394-25,25/05/1988,Arinos,F,Brasileiro(a),02/10/2033
Júlia Souza,Júlia Souza,032.851.749-60,21/02/1988,São Paulo,M,Brasileiro(a),24/11/2027
Davi Lucas Cavalcante,Davi Lucas Cavalcante,094.582.361-42,18/12/1959,Pedra Grande,F,Brasileiro(a),04/08/2031
Mateus Machado,Mateus Machado,376.824.951-46,03/01/1999,Almenara,M,Brasileiro(a),20/04/2033
Davi Lucca Carvalho,Davi Lucca Carvalho,486.197.023-78,18/07/1949,Almenara,F,Brasileiro(a),23/11/2030
Arthur Gabriel Ferreira,Arthur Gabriel Ferreira,036.927.158-03,13/10/1962,Pedra Grande,F,Brasileiro(a),02/01/2034
Davi Camargo,Davi Camargo,920.761.384-04,05/03/1975,Belo Horizonte,M,Brasileiro(a),19/01/2034
Sra. Mirella Cassiano,Sra. Mirella Cassiano,947.231.650-61,07/04/1963,São Paulo,M,Brasileiro(a),08/05/2027
Benício Freitas,Benício Freitas,106.325.849-98,24/04/1970,Arinos,F,Brasileiro(a),17/02/2029
Juliana Guerra,Juliana Guerra,461.089.735-01,30/05/1957,Almenara,F,Brasileiro(a),13/08/2030
Allana Fogaça,Allana Fogaça,713.869.502-03,18/01/1952,Pedra Grande,F,Brasileiro(a),25/04/2035
Liz Vasconcelos,Liz Vasconcelos,780.264.593-00,22/06/1958,São Paulo,M,Brasileiro(a),26/01/2028
Rebeca Aragão,Rebeca Aragão,385.062.419-60,19/09/1946,São Paulo,F,Brasileiro(a),13/11/2034
Bryan Novais,Bryan Novais,019.362.574-16,05/09/2001,Belo Horizonte,M,Brasileiro(a),02/10/2028
Maria Alice da Cruz,Maria Alice da Cruz,479.806.351-75,20/01/1953,Rugim,F,Brasileiro(a),12/04/2031
Yago Fonseca,Yago Fonseca,315.279.046-52,27/12/1999,Rugim,F,Brasileiro(a),25/04/2031
Alana Câmara,Alana Câmara,916.504.872-58,21/07/1949,São Paulo,F,Brasileiro(a),21/12/2030
Dr. Ravy da Rocha,Dr. Ravy da Rocha,437.856.019-48,27/01/1956,Porto Seguro,F,Brasileiro(a),13/06/2028
Isabela Duarte,Isabela Duarte,496.703.128-50,08/09/1971,Pedra Grande,M,Brasileiro(a),01/12/2026
Isadora Silva,Isadora Silva,651.087.329-02,18/03/1977,Pedra Grande,F,Brasileiro(a),10/04/2031
Sr. Cauã Almeida,Sr. Cauã Almeida,974.083.621-69,22/03/1993,Rugim,M,Brasileiro(a),18/03/2034
Isabelly Lopes,Isabelly Lopes,602.847.915-20,25/11/1975,Rugim,F,Brasileiro(a),28/04/2029
Sra. Sabrina Teixeira,Sra. Sabrina Teixeira,608.395.127-59,21/12/1953,Porto Seguro,F,Brasileiro(a),14/09/2027
João Guilherme Rezende,João Guilherme Rezende,741.963.082-87,05/03/1957,Pedra Grande,F,Brasileiro(a),04/12/2026
Lucca da Rosa,Lucca da Rosa,638.549.720-83,03/12/1990,Almenara,F,Brasileiro(a),16/04/2028
Alexia Carvalho,Alexia Carvalho,169.547.302-70,11/03/2001,Arinos,M,Brasileiro(a),20/12/2030
Sra. Alice Cardoso,Sra. Alice Cardoso,837.405.296-10,10/09/1957,Belo Horizonte,M,Brasileiro(a),02/12/2033
Enrico Garcia,Enrico Garcia,574.219.608-30,26/11/2000,Pedra Grande,F,Brasileiro(a),08/05/2034
André Oliveira,André Oliveira,491.036.278-96,31/05/1993,Porto Seguro,M,Brasileiro(a),03/09/2031
Julia Machado,Julia Machado,016.927.453-52,12/02/1954,Porto Seguro,M,Brasileiro(a),08/08/2032
Lívia Freitas,Lívia Freitas,123.706.849-50,07/06/1994,Rugim,M,Brasileiro(a),17/10/2029
Bernardo Santos,Bernardo Santos,456.798.310-66,28/02/2005,Belo Horizonte,M,Brasileiro(a),20/02/2028
Carlos Eduardo Barbosa,Carlos Eduardo Barbosa,356.210.798-68,26/11/1997,Pedra Grande,M,Brasileiro(a),05/05/2029
João Felipe Farias,João Felipe Farias,234.805.179-60,09/05/1958,Pedra Grande,F,Brasileiro(a),25/01/2029
Marcelo Novais,Marcelo Novais,143.670.528-26,03/05/1991,Belo Horizonte,M,Brasileiro(a),27/01/2033
Marcos Vinicius Fogaça,Marcos Vinicius Fogaça,861.935.720-40,13/11/1949,Pedra Grande,F,Brasileiro(a),17/03/2033
Sra. Isabela Moreira,Sra. Isabela Moreira,536.972.401-61,08/10/1954,Belo Horizonte,M,Brasileiro(a),09/01/2035
Evelyn Melo,Evelyn Melo,814.057.926-20,21/12/1964,Almenara,F,Brasileiro(a),30/06/2027
Allana Almeida,Allana Almeida,825.031.746-71,03/01/1987,Pedra Grande,F,Brasileiro(a),24/09/2032
Murilo da Costa,Murilo da Costa,761.849.305-75,09/04/1967,Belo Horizonte,M,Brasileiro(a),30/04/2027
Alana Marques,Alana Marques,708.346.512-62,21/10/1960,Belo Horizonte,M,Brasileiro(a),01/01/2033
Sra. Maria da Rosa,Sra. Maria da Rosa,147.386.592-19,29/07/2001,São Paulo,F,Brasileiro(a),23/09/2031
Miguel Costela,Miguel Costela,817.246.053-80,10/01/1986,Arinos,M,Brasileiro(a),07/03/2029
Ryan Lima,Ryan Lima,195.840.627-94,23/09/2003,Belo Horizonte,F,Brasileiro(a),03/10/2035
Mariane Caldeira,Mariane Caldeira,375.018.964-10,23/09/1980,Almenara,M,Brasileiro(a),03/01/2029
Maria Liz Nunes,Maria Liz Nunes,401.285.967-67,14/01/2003,Pedra Grande,M,Brasileiro(a),16/06/2030
Benicio Brito,Benicio Brito,705.829.136-59,18/01/1979,São Paulo,M,Brasileiro(a),22/04/2034
Sabrina Leão,Sabrina Leão,803.625.197-30,11/09/1981,Pedra Grande,F,Brasileiro(a),28/04/2035
